date,city,state,aqi,category,defining_parameter
2023-06-09,"Phoenix, AZ",Arizona,122,Unhealthy for Sensitive Groups,Ozone
2023-06-10,"Phoenix, AZ",Arizona,101,Unhealthy for Sensitive Groups,Ozone
2023-06-11,"Phoenix, AZ",Arizona,61,Moderate,Ozone
2023-06-12,"Phoenix, AZ",Arizona,90,Moderate,Ozone
2023-06-13,"Phoenix, AZ",Arizona,122,Unhealthy for Sensitive Groups,Ozone
2023-06-14,"Phoenix, AZ",Arizona,119,Unhealthy for Sensitive Groups,Ozone
2023-06-15,"Phoenix, AZ",Arizona,108,Unhealthy for Sensitive Groups,Ozone
2023-06-16,"Phoenix, AZ",Arizona,84,Moderate,Ozone
2023-06-17,"Phoenix, AZ",Arizona,115,Unhealthy for Sensitive Groups,Ozone
2023-06-18,"Phoenix, AZ",Arizona,84,Moderate,Ozone
2023-06-19,"Phoenix, AZ",Arizona,97,Moderate,Ozone
2023-06-20,"Phoenix, AZ",Arizona,67,Moderate,Ozone
2023-06-21,"Phoenix, AZ",Arizona,61,Moderate,Ozone
2023-06-22,"Phoenix, AZ",Arizona,143,Unhealthy for Sensitive Groups,Ozone
2023-06-23,"Phoenix, AZ",Arizona,133,Unhealthy for Sensitive Groups,Ozone
2023-06-24,"Phoenix, AZ",Arizona,133,Unhealthy for Sensitive Groups,Ozone
2023-06-25,"Phoenix, AZ",Arizona,143,Unhealthy for Sensitive Groups,Ozone
2023-06-26,"Phoenix, AZ",Arizona,133,Unhealthy for Sensitive Groups,Ozone
2023-06-27,"Phoenix, AZ",Arizona,119,Unhealthy for Sensitive Groups,Ozone
2023-06-28,"Phoenix, AZ",Arizona,80,Moderate,Ozone
2023-06-29,"Phoenix, AZ",Arizona,119,Unhealthy for Sensitive Groups,Ozone
2023-06-30,"Phoenix, AZ",Arizona,129,Unhealthy for Sensitive Groups,Ozone
2023-07-01,"Phoenix, AZ",Arizona,119,Unhealthy for Sensitive Groups,Ozone
2023-07-02,"Phoenix, AZ",Arizona,112,Unhealthy for Sensitive Groups,Ozone
2023-07-03,"Phoenix, AZ",Arizona,108,Unhealthy for Sensitive Groups,Ozone
2023-07-04,"Phoenix, AZ",Arizona,84,Moderate,Ozone
2023-07-05,"Phoenix, AZ",Arizona,71,Moderate,Ozone
2023-07-06,"Phoenix, AZ",Arizona,84,Moderate,Ozone
2023-07-07,"Phoenix, AZ",Arizona,143,Unhealthy for Sensitive Groups,Ozone
2023-07-08,"Phoenix, AZ",Arizona,101,Unhealthy for Sensitive Groups,Ozone
2023-07-09,"Phoenix, AZ",Arizona,97,Moderate,Ozone
2023-07-10,"Phoenix, AZ",Arizona,84,Moderate,Ozone
2023-07-11,"Phoenix, AZ",Arizona,84,Moderate,Ozone
2023-07-12,"Phoenix, AZ",Arizona,61,Moderate,Ozone
2023-07-13,"Phoenix, AZ",Arizona,64,Moderate,Ozone
2023-07-14,"Phoenix, AZ",Arizona,71,Moderate,Ozone
2023-07-15,"Phoenix, AZ",Arizona,64,Moderate,Ozone
2023-07-16,"Phoenix, AZ",Arizona,67,Moderate,Ozone
2023-07-17,"Phoenix, AZ",Arizona,97,Moderate,Ozone
2023-07-18,"Phoenix, AZ",Arizona,108,Unhealthy for Sensitive Groups,Ozone
2023-07-19,"Phoenix, AZ",Arizona,105,Unhealthy for Sensitive Groups,Ozone
2023-07-20,"Phoenix, AZ",Arizona,90,Moderate,Ozone
2023-07-21,"Phoenix, AZ",Arizona,131,Unhealthy for Sensitive Groups,PM10
2023-07-22,"Phoenix, AZ",Arizona,108,Unhealthy for Sensitive Groups,Ozone
2023-07-23,"Phoenix, AZ",Arizona,112,Unhealthy for Sensitive Groups,Ozone
2023-07-24,"Phoenix, AZ",Arizona,150,Unhealthy for Sensitive Groups,Ozone
2023-07-25,"Phoenix, AZ",Arizona,129,Unhealthy for Sensitive Groups,Ozone
2023-07-26,"Phoenix, AZ",Arizona,127,Unhealthy for Sensitive Groups,PM10
2023-07-27,"Phoenix, AZ",Arizona,161,Unhealthy,Ozone
2023-07-28,"Phoenix, AZ",Arizona,105,Unhealthy for Sensitive Groups,Ozone
2023-07-29,"Phoenix, AZ",Arizona,122,Unhealthy for Sensitive Groups,Ozone
2023-07-30,"Phoenix, AZ",Arizona,90,Moderate,Ozone
2023-07-31,"Phoenix, AZ",Arizona,159,Unhealthy,Ozone
2023-08-01,"Phoenix, AZ",Arizona,129,Unhealthy for Sensitive Groups,Ozone
2023-08-02,"Phoenix, AZ",Arizona,67,Moderate,Ozone
2023-08-03,"Phoenix, AZ",Arizona,80,Moderate,Ozone
2023-08-04,"Phoenix, AZ",Arizona,100,Moderate,Ozone
2023-08-05,"Phoenix, AZ",Arizona,58,Moderate,Ozone
2023-08-06,"Phoenix, AZ",Arizona,49,Good,Ozone
2023-08-07,"Phoenix, AZ",Arizona,52,Moderate,PM10
2023-08-08,"Phoenix, AZ",Arizona,55,Moderate,PM10
2023-08-09,"Phoenix, AZ",Arizona,53,Moderate,PM10
2023-08-10,"Phoenix, AZ",Arizona,43,Good,Ozone
2023-08-11,"Phoenix, AZ",Arizona,42,Good,Ozone
2023-08-12,"Phoenix, AZ",Arizona,49,Good,Ozone
2023-08-13,"Phoenix, AZ",Arizona,77,Moderate,PM10
2023-08-14,"Phoenix, AZ",Arizona,58,Moderate,PM10
2023-08-15,"Phoenix, AZ",Arizona,108,Unhealthy for Sensitive Groups,Ozone
2023-08-16,"Phoenix, AZ",Arizona,101,Unhealthy for Sensitive Groups,Ozone
2023-08-17,"Phoenix, AZ",Arizona,147,Unhealthy for Sensitive Groups,Ozone
2023-08-18,"Phoenix, AZ",Arizona,129,Unhealthy for Sensitive Groups,Ozone
2023-08-19,"Phoenix, AZ",Arizona,59,Moderate,PM10
2023-08-20,"Phoenix, AZ",Arizona,67,Moderate,PM10
2023-08-21,"Phoenix, AZ",Arizona,45,Good,PM10
2023-08-22,"Phoenix, AZ",Arizona,108,Unhealthy for Sensitive Groups,Ozone
2023-08-23,"Phoenix, AZ",Arizona,80,Moderate,Ozone
2023-08-24,"Phoenix, AZ",Arizona,140,Unhealthy for Sensitive Groups,Ozone
2023-08-25,"Phoenix, AZ",Arizona,126,Unhealthy for Sensitive Groups,Ozone
2023-08-26,"Phoenix, AZ",Arizona,105,Unhealthy for Sensitive Groups,Ozone
2023-08-27,"Phoenix, AZ",Arizona,87,Moderate,Ozone
2023-08-28,"Phoenix, AZ",Arizona,126,Unhealthy for Sensitive Groups,Ozone
2023-08-29,"Phoenix, AZ",Arizona,101,Unhealthy for Sensitive Groups,Ozone
2023-08-30,"Phoenix, AZ",Arizona,101,Unhealthy for Sensitive Groups,Ozone
2023-08-31,"Phoenix, AZ",Arizona,183,Unhealthy,PM10
2023-09-01,"Phoenix, AZ",Arizona,48,Good,Ozone
2023-09-02,"Phoenix, AZ",Arizona,58,Moderate,Ozone
2023-09-03,"Phoenix, AZ",Arizona,51,Moderate,Ozone
2023-09-04,"Phoenix, AZ",Arizona,51,Moderate,PM10
2023-09-05,"Phoenix, AZ",Arizona,54,Moderate,Ozone
2023-09-06,"Phoenix, AZ",Arizona,74,Moderate,Ozone
2023-09-07,"Phoenix, AZ",Arizona,90,Moderate,Ozone
2023-09-08,"Phoenix, AZ",Arizona,74,Moderate,Ozone
2023-09-09,"Phoenix, AZ",Arizona,100,Moderate,Ozone
2023-09-10,"Phoenix, AZ",Arizona,80,Moderate,Ozone
2023-09-11,"Phoenix, AZ",Arizona,66,Moderate,PM10
2023-09-12,"Phoenix, AZ",Arizona,63,Moderate,PM10
2023-09-13,"Phoenix, AZ",Arizona,45,Good,Ozone
2023-09-14,"Phoenix, AZ",Arizona,67,Moderate,Ozone
2023-09-15,"Phoenix, AZ",Arizona,71,Moderate,Ozone
2023-09-16,"Phoenix, AZ",Arizona,54,Moderate,Ozone
2023-09-17,"Phoenix, AZ",Arizona,50,Good,Ozone
2023-09-18,"Phoenix, AZ",Arizona,54,Moderate,PM10
2023-09-19,"Phoenix, AZ",Arizona,64,Moderate,Ozone
2023-09-20,"Phoenix, AZ",Arizona,58,Moderate,PM10
2023-09-21,"Phoenix, AZ",Arizona,60,Moderate,PM10
2023-09-22,"Phoenix, AZ",Arizona,67,Moderate,Ozone
2023-09-23,"Phoenix, AZ",Arizona,73,Moderate,PM10
2023-09-24,"Phoenix, AZ",Arizona,58,Moderate,Ozone
2023-09-25,"Phoenix, AZ",Arizona,61,Moderate,Ozone
2023-09-26,"Phoenix, AZ",Arizona,67,Moderate,PM10
2023-09-27,"Phoenix, AZ",Arizona,80,Moderate,Ozone
2023-09-28,"Phoenix, AZ",Arizona,62,Moderate,PM10
2023-09-29,"Phoenix, AZ",Arizona,65,Moderate,PM10
2023-09-30,"Phoenix, AZ",Arizona,78,Moderate,PM10
2023-10-01,"Phoenix, AZ",Arizona,103,Unhealthy for Sensitive Groups,PM10
2023-10-02,"Phoenix, AZ",Arizona,47,Good,Ozone
2023-10-03,"Phoenix, AZ",Arizona,55,Moderate,PM10
2023-10-04,"Phoenix, AZ",Arizona,77,Moderate,Ozone
2023-10-05,"Phoenix, AZ",Arizona,72,Moderate,PM10
2023-10-06,"Phoenix, AZ",Arizona,77,Moderate,PM10
2023-10-07,"Phoenix, AZ",Arizona,82,Moderate,PM10
2023-10-08,"Phoenix, AZ",Arizona,74,Moderate,Ozone
2023-10-09,"Phoenix, AZ",Arizona,64,Moderate,Ozone
2023-10-10,"Phoenix, AZ",Arizona,53,Moderate,PM10
2023-10-11,"Phoenix, AZ",Arizona,75,Moderate,PM10
2023-10-12,"Phoenix, AZ",Arizona,67,Moderate,PM10
2023-10-13,"Phoenix, AZ",Arizona,69,Moderate,PM10
2023-10-14,"Phoenix, AZ",Arizona,61,Moderate,Ozone
2023-10-15,"Phoenix, AZ",Arizona,74,Moderate,Ozone
2023-10-16,"Phoenix, AZ",Arizona,82,Moderate,PM10
2023-10-17,"Phoenix, AZ",Arizona,80,Moderate,Ozone
2023-10-18,"Phoenix, AZ",Arizona,74,Moderate,PM10
2023-10-19,"Phoenix, AZ",Arizona,81,Moderate,PM10
2023-10-20,"Phoenix, AZ",Arizona,92,Moderate,PM10
2023-10-21,"Phoenix, AZ",Arizona,87,Moderate,Ozone
2023-10-22,"Phoenix, AZ",Arizona,74,Moderate,PM2.5
2023-10-23,"Phoenix, AZ",Arizona,68,Moderate,PM10
2023-10-24,"Phoenix, AZ",Arizona,63,Moderate,PM10
2023-10-25,"Phoenix, AZ",Arizona,51,Moderate,PM10
2023-10-26,"Phoenix, AZ",Arizona,56,Moderate,PM10
2023-10-27,"Phoenix, AZ",Arizona,56,Moderate,PM10
2023-10-28,"Phoenix, AZ",Arizona,53,Moderate,PM2.5
2023-10-29,"Phoenix, AZ",Arizona,61,Moderate,PM2.5
2023-10-30,"Phoenix, AZ",Arizona,70,Moderate,PM2.5
2023-10-31,"Phoenix, AZ",Arizona,64,Moderate,PM10
2023-11-01,"Phoenix, AZ",Arizona,59,Moderate,PM10
2023-11-02,"Phoenix, AZ",Arizona,68,Moderate,PM2.5
2023-11-03,"Phoenix, AZ",Arizona,82,Moderate,PM10
2023-11-04,"Phoenix, AZ",Arizona,71,Moderate,Ozone
2023-11-05,"Phoenix, AZ",Arizona,80,Moderate,PM2.5
2023-11-06,"Phoenix, AZ",Arizona,89,Moderate,PM10
2023-11-07,"Phoenix, AZ",Arizona,78,Moderate,PM10
2023-11-08,"Phoenix, AZ",Arizona,53,Moderate,PM10
2023-11-09,"Phoenix, AZ",Arizona,58,Moderate,PM10
2023-11-10,"Phoenix, AZ",Arizona,66,Moderate,PM10
2023-11-11,"Phoenix, AZ",Arizona,66,Moderate,PM2.5
2023-11-12,"Phoenix, AZ",Arizona,58,Moderate,PM2.5
2023-11-13,"Phoenix, AZ",Arizona,59,Moderate,PM10
2023-11-14,"Phoenix, AZ",Arizona,53,Moderate,PM10
2023-11-15,"Phoenix, AZ",Arizona,67,Moderate,PM10
2023-11-16,"Phoenix, AZ",Arizona,63,Moderate,PM2.5
2023-11-17,"Phoenix, AZ",Arizona,78,Moderate,PM2.5
2023-11-18,"Phoenix, AZ",Arizona,71,Moderate,PM2.5
2023-11-19,"Phoenix, AZ",Arizona,72,Moderate,PM2.5
2023-11-20,"Phoenix, AZ",Arizona,50,Good,PM2.5
2023-11-21,"Phoenix, AZ",Arizona,52,Moderate,PM10
2023-11-22,"Phoenix, AZ",Arizona,60,Moderate,PM2.5
2023-11-23,"Phoenix, AZ",Arizona,80,Moderate,PM2.5
2023-11-24,"Phoenix, AZ",Arizona,67,Moderate,PM2.5
2023-11-25,"Phoenix, AZ",Arizona,58,Moderate,PM2.5
2023-11-26,"Phoenix, AZ",Arizona,70,Moderate,PM2.5
2023-11-27,"Phoenix, AZ",Arizona,67,Moderate,PM10
2023-11-28,"Phoenix, AZ",Arizona,74,Moderate,PM10
2023-11-29,"Phoenix, AZ",Arizona,58,Moderate,PM10
2023-11-30,"Phoenix, AZ",Arizona,51,Moderate,PM10
2023-12-01,"Phoenix, AZ",Arizona,54,Moderate,PM2.5
2023-12-02,"Phoenix, AZ",Arizona,75,Moderate,PM2.5
2023-12-03,"Phoenix, AZ",Arizona,92,Moderate,PM2.5
2023-12-04,"Phoenix, AZ",Arizona,80,Moderate,PM2.5
2023-12-05,"Phoenix, AZ",Arizona,99,Moderate,PM2.5
2023-12-06,"Phoenix, AZ",Arizona,68,Moderate,PM2.5
2023-12-07,"Phoenix, AZ",Arizona,71,Moderate,PM10
2023-12-08,"Phoenix, AZ",Arizona,72,Moderate,PM2.5
2023-12-09,"Phoenix, AZ",Arizona,67,Moderate,PM2.5
2023-12-10,"Phoenix, AZ",Arizona,77,Moderate,PM2.5
2023-12-11,"Phoenix, AZ",Arizona,95,Moderate,PM2.5
2023-12-12,"Phoenix, AZ",Arizona,85,Moderate,PM2.5
2023-12-13,"Phoenix, AZ",Arizona,96,Moderate,PM2.5
2023-12-14,"Phoenix, AZ",Arizona,93,Moderate,PM2.5
2023-12-15,"Phoenix, AZ",Arizona,93,Moderate,PM2.5
2023-12-16,"Phoenix, AZ",Arizona,67,Moderate,PM2.5
2023-12-17,"Phoenix, AZ",Arizona,90,Moderate,PM2.5
2023-12-18,"Phoenix, AZ",Arizona,89,Moderate,PM10
2023-12-19,"Phoenix, AZ",Arizona,87,Moderate,PM10
2023-12-20,"Phoenix, AZ",Arizona,33,Good,Ozone
2023-12-21,"Phoenix, AZ",Arizona,54,Moderate,PM2.5
2023-12-22,"Phoenix, AZ",Arizona,113,Unhealthy for Sensitive Groups,PM10
2023-12-23,"Phoenix, AZ",Arizona,52,Moderate,PM2.5
2023-12-24,"Phoenix, AZ",Arizona,140,Unhealthy for Sensitive Groups,PM2.5
2023-12-25,"Phoenix, AZ",Arizona,179,Unhealthy,PM2.5
2023-12-26,"Phoenix, AZ",Arizona,95,Moderate,PM2.5
2023-12-27,"Phoenix, AZ",Arizona,79,Moderate,PM2.5
2023-12-28,"Phoenix, AZ",Arizona,82,Moderate,PM2.5
2023-12-29,"Phoenix, AZ",Arizona,80,Moderate,PM2.5
2023-12-30,"Phoenix, AZ",Arizona,64,Moderate,PM2.5
2023-12-31,"Phoenix, AZ",Arizona,166,Unhealthy,PM2.5
2024-01-01,"Phoenix, AZ",Arizona,261,Very Unhealthy,PM2.5
2024-01-02,"Phoenix, AZ",Arizona,80,Moderate,PM2.5
2024-01-03,"Phoenix, AZ",Arizona,59,Moderate,PM2.5
2024-01-04,"Phoenix, AZ",Arizona,38,Good,Ozone
2024-01-05,"Phoenix, AZ",Arizona,64,Moderate,PM2.5
2024-01-06,"Phoenix, AZ",Arizona,76,Moderate,PM2.5
2024-01-07,"Phoenix, AZ",Arizona,50,Good,PM2.5
2024-01-08,"Phoenix, AZ",Arizona,65,Moderate,PM2.5
2024-01-09,"Phoenix, AZ",Arizona,70,Moderate,PM2.5
2024-01-10,"Phoenix, AZ",Arizona,75,Moderate,PM2.5
2024-01-11,"Phoenix, AZ",Arizona,64,Moderate,PM10
2024-01-12,"Phoenix, AZ",Arizona,101,Unhealthy for Sensitive Groups,PM10
2024-01-13,"Phoenix, AZ",Arizona,90,Moderate,PM2.5
2024-01-14,"Phoenix, AZ",Arizona,91,Moderate,PM2.5
2024-01-15,"Phoenix, AZ",Arizona,95,Moderate,PM2.5
2024-01-16,"Phoenix, AZ",Arizona,83,Moderate,PM2.5
2024-01-17,"Phoenix, AZ",Arizona,73,Moderate,PM2.5
2024-01-18,"Phoenix, AZ",Arizona,70,Moderate,PM10
2024-01-19,"Phoenix, AZ",Arizona,69,Moderate,PM2.5
2024-01-20,"Phoenix, AZ",Arizona,81,Moderate,PM2.5
2024-01-21,"Phoenix, AZ",Arizona,62,Moderate,PM2.5
2024-01-22,"Phoenix, AZ",Arizona,62,Moderate,PM2.5
2024-01-23,"Phoenix, AZ",Arizona,38,Good,Ozone
2024-01-24,"Phoenix, AZ",Arizona,60,Moderate,PM2.5
2024-01-25,"Phoenix, AZ",Arizona,60,Moderate,PM2.5
2024-01-26,"Phoenix, AZ",Arizona,57,Moderate,PM2.5
2024-01-27,"Phoenix, AZ",Arizona,70,Moderate,PM2.5
2024-01-28,"Phoenix, AZ",Arizona,53,Moderate,PM2.5
2024-01-29,"Phoenix, AZ",Arizona,66,Moderate,PM2.5
2024-01-30,"Phoenix, AZ",Arizona,72,Moderate,PM2.5
2024-01-31,"Phoenix, AZ",Arizona,62,Moderate,PM10
2024-02-01,"Phoenix, AZ",Arizona,74,Moderate,Ozone
2024-02-02,"Phoenix, AZ",Arizona,71,Moderate,Ozone
2024-02-03,"Phoenix, AZ",Arizona,52,Moderate,PM2.5
2024-02-04,"Phoenix, AZ",Arizona,55,Moderate,PM2.5
2024-02-05,"Phoenix, AZ",Arizona,57,Moderate,PM2.5
2024-02-06,"Phoenix, AZ",Arizona,52,Moderate,PM2.5
2024-02-07,"Phoenix, AZ",Arizona,42,Good,Ozone
2024-02-08,"Phoenix, AZ",Arizona,42,Good,Ozone
2024-02-09,"Phoenix, AZ",Arizona,44,Good,Ozone
2024-02-10,"Phoenix, AZ",Arizona,41,Good,Ozone
2024-02-11,"Phoenix, AZ",Arizona,53,Moderate,PM2.5
2024-02-12,"Phoenix, AZ",Arizona,75,Moderate,PM2.5
2024-02-13,"Phoenix, AZ",Arizona,59,Moderate,PM2.5
2024-02-14,"Phoenix, AZ",Arizona,60,Moderate,PM2.5
2024-02-15,"Phoenix, AZ",Arizona,59,Moderate,PM2.5
2024-02-16,"Phoenix, AZ",Arizona,61,Moderate,PM2.5
2024-02-17,"Phoenix, AZ",Arizona,64,Moderate,PM2.5
2024-02-18,"Phoenix, AZ",Arizona,70,Moderate,PM2.5
2024-02-19,"Phoenix, AZ",Arizona,58,Moderate,PM2.5
2024-02-20,"Phoenix, AZ",Arizona,55,Moderate,PM2.5
2024-02-21,"Phoenix, AZ",Arizona,53,Moderate,PM2.5
2024-02-22,"Phoenix, AZ",Arizona,53,Moderate,PM2.5
2024-02-23,"Phoenix, AZ",Arizona,47,Good,PM2.5
2024-02-24,"Phoenix, AZ",Arizona,59,Moderate,PM2.5
2024-02-25,"Phoenix, AZ",Arizona,54,Moderate,PM2.5
2024-02-26,"Phoenix, AZ",Arizona,68,Moderate,PM10
2024-02-27,"Phoenix, AZ",Arizona,53,Moderate,PM2.5
2024-02-28,"Phoenix, AZ",Arizona,58,Moderate,PM10
2024-02-29,"Phoenix, AZ",Arizona,46,Good,Ozone
2024-03-01,"Phoenix, AZ",Arizona,48,Good,Ozone
2024-03-02,"Phoenix, AZ",Arizona,44,Good,Ozone
2024-03-03,"Phoenix, AZ",Arizona,43,Good,Ozone
2024-03-04,"Phoenix, AZ",Arizona,51,Moderate,PM2.5
2024-03-05,"Phoenix, AZ",Arizona,59,Moderate,PM2.5
2024-03-06,"Phoenix, AZ",Arizona,56,Moderate,PM2.5
2024-03-07,"Phoenix, AZ",Arizona,38,Good,Ozone
2024-03-08,"Phoenix, AZ",Arizona,43,Good,Ozone
2024-03-09,"Phoenix, AZ",Arizona,52,Moderate,PM2.5
2024-03-10,"Phoenix, AZ",Arizona,57,Moderate,PM2.5
2024-03-11,"Phoenix, AZ",Arizona,54,Moderate,Ozone
2024-03-12,"Phoenix, AZ",Arizona,52,Moderate,PM2.5
2024-03-13,"Phoenix, AZ",Arizona,51,Moderate,PM2.5
2024-03-14,"Phoenix, AZ",Arizona,59,Moderate,PM10
2024-03-15,"Phoenix, AZ",Arizona,47,Good,PM2.5
2024-03-16,"Phoenix, AZ",Arizona,60,Moderate,PM2.5
2024-03-17,"Phoenix, AZ",Arizona,52,Moderate,PM2.5
2024-03-18,"Phoenix, AZ",Arizona,52,Moderate,PM2.5
2024-03-19,"Phoenix, AZ",Arizona,58,Moderate,Ozone
2024-03-20,"Phoenix, AZ",Arizona,67,Moderate,Ozone
2024-03-21,"Phoenix, AZ",Arizona,74,Moderate,Ozone
2024-03-22,"Phoenix, AZ",Arizona,80,Moderate,Ozone
2024-03-23,"Phoenix, AZ",Arizona,51,Moderate,Ozone
2024-03-24,"Phoenix, AZ",Arizona,45,Good,Ozone
2024-03-25,"Phoenix, AZ",Arizona,44,Good,Ozone
2024-03-26,"Phoenix, AZ",Arizona,45,Good,Ozone
2024-03-27,"Phoenix, AZ",Arizona,54,Moderate,Ozone
2024-03-28,"Phoenix, AZ",Arizona,64,Moderate,Ozone
2024-03-29,"Phoenix, AZ",Arizona,55,Moderate,PM2.5
2024-03-30,"Phoenix, AZ",Arizona,61,Moderate,Ozone
2024-03-31,"Phoenix, AZ",Arizona,44,Good,Ozone
2024-04-01,"Phoenix, AZ",Arizona,51,Moderate,Ozone
2024-04-02,"Phoenix, AZ",Arizona,47,Good,Ozone
2024-04-03,"Phoenix, AZ",Arizona,64,Moderate,Ozone
2024-04-04,"Phoenix, AZ",Arizona,74,Moderate,Ozone
2024-04-05,"Phoenix, AZ",Arizona,48,Good,Ozone
2024-04-06,"Phoenix, AZ",Arizona,51,Moderate,Ozone
2024-04-07,"Phoenix, AZ",Arizona,67,Moderate,Ozone
2024-04-08,"Phoenix, AZ",Arizona,67,Moderate,Ozone
2024-04-09,"Phoenix, AZ",Arizona,58,Moderate,Ozone
2024-04-10,"Phoenix, AZ",Arizona,77,Moderate,Ozone
2024-04-11,"Phoenix, AZ",Arizona,80,Moderate,Ozone
2024-04-12,"Phoenix, AZ",Arizona,80,Moderate,Ozone
2024-04-13,"Phoenix, AZ",Arizona,64,Moderate,Ozone
2024-04-14,"Phoenix, AZ",Arizona,71,Moderate,Ozone
2024-04-15,"Phoenix, AZ",Arizona,71,Moderate,Ozone
2024-04-16,"Phoenix, AZ",Arizona,84,Moderate,Ozone
2024-04-17,"Phoenix, AZ",Arizona,97,Moderate,Ozone
2024-04-18,"Phoenix, AZ",Arizona,90,Moderate,Ozone
2024-04-19,"Phoenix, AZ",Arizona,112,Unhealthy for Sensitive Groups,Ozone
2024-04-20,"Phoenix, AZ",Arizona,100,Moderate,Ozone
2024-04-21,"Phoenix, AZ",Arizona,97,Moderate,Ozone
2024-04-22,"Phoenix, AZ",Arizona,93,Moderate,Ozone
2024-04-23,"Phoenix, AZ",Arizona,50,Good,Ozone
2024-04-24,"Phoenix, AZ",Arizona,54,Moderate,PM10
2024-04-25,"Phoenix, AZ",Arizona,51,Moderate,PM2.5
2024-04-26,"Phoenix, AZ",Arizona,68,Moderate,PM10
2024-04-27,"Phoenix, AZ",Arizona,52,Moderate,PM2.5
2024-04-28,"Phoenix, AZ",Arizona,79,Moderate,PM2.5
2024-04-29,"Phoenix, AZ",Arizona,84,Moderate,Ozone
2024-04-30,"Phoenix, AZ",Arizona,87,Moderate,Ozone
2024-05-01,"Phoenix, AZ",Arizona,93,Moderate,Ozone
2024-05-02,"Phoenix, AZ",Arizona,108,Unhealthy for Sensitive Groups,Ozone
2024-05-03,"Phoenix, AZ",Arizona,84,Moderate,Ozone
2024-05-04,"Phoenix, AZ",Arizona,74,Moderate,Ozone
2024-05-05,"Phoenix, AZ",Arizona,56,Moderate,PM10
2024-05-06,"Phoenix, AZ",Arizona,74,Moderate,Ozone
2024-05-07,"Phoenix, AZ",Arizona,74,Moderate,Ozone
2024-05-08,"Phoenix, AZ",Arizona,84,Moderate,Ozone
2024-05-09,"Phoenix, AZ",Arizona,77,Moderate,Ozone
2024-05-10,"Phoenix, AZ",Arizona,87,Moderate,Ozone
2024-05-11,"Phoenix, AZ",Arizona,74,Moderate,Ozone
2024-05-12,"Phoenix, AZ",Arizona,107,Unhealthy for Sensitive Groups,PM10
2024-05-13,"Phoenix, AZ",Arizona,122,Unhealthy for Sensitive Groups,Ozone
2024-05-14,"Phoenix, AZ",Arizona,119,Unhealthy for Sensitive Groups,Ozone
2024-05-15,"Phoenix, AZ",Arizona,77,Moderate,Ozone
2024-05-16,"Phoenix, AZ",Arizona,93,Moderate,Ozone
2024-05-17,"Phoenix, AZ",Arizona,108,Unhealthy for Sensitive Groups,Ozone
2024-05-18,"Phoenix, AZ",Arizona,87,Moderate,Ozone
2024-05-19,"Phoenix, AZ",Arizona,90,Moderate,Ozone
2024-05-20,"Phoenix, AZ",Arizona,64,Moderate,Ozone
2024-05-21,"Phoenix, AZ",Arizona,97,Moderate,Ozone
2024-05-22,"Phoenix, AZ",Arizona,122,Unhealthy for Sensitive Groups,Ozone
2024-05-23,"Phoenix, AZ",Arizona,97,Moderate,Ozone
2024-05-24,"Phoenix, AZ",Arizona,84,Moderate,Ozone
2024-05-25,"Phoenix, AZ",Arizona,46,Good,Ozone
2024-05-26,"Phoenix, AZ",Arizona,90,Moderate,Ozone
2024-05-27,"Phoenix, AZ",Arizona,87,Moderate,Ozone
2024-05-28,"Phoenix, AZ",Arizona,108,Unhealthy for Sensitive Groups,Ozone
2024-05-29,"Phoenix, AZ",Arizona,126,Unhealthy for Sensitive Groups,Ozone
2024-05-30,"Phoenix, AZ",Arizona,122,Unhealthy for Sensitive Groups,Ozone
2024-05-31,"Phoenix, AZ",Arizona,112,Unhealthy for Sensitive Groups,Ozone
2024-06-01,"Phoenix, AZ",Arizona,84,Moderate,Ozone
2024-06-02,"Phoenix, AZ",Arizona,93,Moderate,Ozone
2024-06-03,"Phoenix, AZ",Arizona,108,Unhealthy for Sensitive Groups,Ozone
2024-06-04,"Phoenix, AZ",Arizona,108,Unhealthy for Sensitive Groups,Ozone
2024-06-05,"Phoenix, AZ",Arizona,97,Moderate,Ozone
2024-06-06,"Phoenix, AZ",Arizona,112,Unhealthy for Sensitive Groups,Ozone
2024-06-07,"Phoenix, AZ",Arizona,97,Moderate,Ozone
2024-06-08,"Phoenix, AZ",Arizona,87,Moderate,Ozone
2024-06-09,"Phoenix, AZ",Arizona,43,Good,Ozone
2024-06-10,"Phoenix, AZ",Arizona,71,Moderate,Ozone
2024-06-11,"Phoenix, AZ",Arizona,90,Moderate,Ozone
2024-06-12,"Phoenix, AZ",Arizona,74,Moderate,Ozone
2024-06-13,"Phoenix, AZ",Arizona,84,Moderate,Ozone
2024-06-14,"Phoenix, AZ",Arizona,156,Unhealthy,Ozone
2024-06-15,"Phoenix, AZ",Arizona,126,Unhealthy for Sensitive Groups,Ozone
2024-06-16,"Phoenix, AZ",Arizona,77,Moderate,Ozone
2024-06-17,"Phoenix, AZ",Arizona,64,Moderate,Ozone
2024-06-18,"Phoenix, AZ",Arizona,74,Moderate,Ozone
2024-06-19,"Phoenix, AZ",Arizona,77,Moderate,Ozone
2024-06-20,"Phoenix, AZ",Arizona,87,Moderate,PM10
2024-06-21,"Phoenix, AZ",Arizona,84,Moderate,PM10
2024-06-22,"Phoenix, AZ",Arizona,61,Moderate,Ozone
2024-06-23,"Phoenix, AZ",Arizona,97,Moderate,Ozone
