job_title,industry,experience,city,state,salary
Vice President Client Services,Tech,21 - 30 years,Portland,OR,190000.0
Principal robotics engineer,Medical Devices,11 - 20 years,Dallas,TX,185000.0
Investments Analyst,Real Estate,2 - 4 years,Washington,DC,70000.0
Video Director,Nonprofit,31 - 40 years,New York,NY,66000.0
VP eng,Software,11 - 20 years,San Francisco,CA,255000.0
Coordinator,Nonprofit,2 - 4 years,Seattle,WA,48000.0
Project Manager,Construction,31 - 40 years,Portland,OR,125000.0
Sales,Hospitality Furnishings,5 - 7 years,Boston,MA,250000.0
Senior Financial Analyst,Finance,8 - 10 years,New York,NY,137000.0
Senior Director of Ecommerce,Retail,11 - 20 years,New York,NY,165000.0
Administrative Assistant,Education,2 - 4 years,Phoenix,AZ,38500.0
Senior manager of Distribution,Retail,8 - 10 years,Boston,MA,101000.0
Senior Regional Project Coordinator,"Home Performance Contracting (Green HVAC, Solar, Windows, Insulation etc)",2 - 4 years,Boston,MA,55000.0
Operations Analyst,Software,5 - 7 years,Denver,CO,57750.0
Systems Engineer,Technology,21 - 30 years,Minneapolis,MN,94000.0
Senior Accountant,Accounting,5 - 7 years,Los Angeles,CA,81000.0
Category Manager,Packaged Food and Beverage,8 - 10 years,Denver,CO,87000.0
Senior Financial Analyst,Finance,8 - 10 years,New York,NY,137000.0
Strategy Director,Advertising,8 - 10 years,New York,NY,160000.0
Client Relations,Investment Management,31 - 40 years,San Francisco,CA,250000.0
Regional Manager,Med Device,21 - 30 years,Minneapolis,MN,161000.0
Wealth management advisor,Finance,11 - 20 years,San Diego,CA,175000.0
Bilingual product specialist,Video Games,8 - 10 years,Seattle,WA,80000.0
Counsel,Law Firm,11 - 20 years,New York,NY,205000.0
Lead Recruiter,Tech,5 - 7 years,Los Angeles,CA,118000.0
Sales Executive,Chemical,21 - 30 years,Los Angeles,CA,155000.0
Physician,Healthcare,31 - 40 years,Chicago,IL,250000.0
Account Manager,Communications,8 - 10 years,Seattle,WA,80000.0
Physician,Healthcare,1 year or less,New York,NY,218500.0
Vice President of Donor Development,Nonprofit,8 - 10 years,Chicago,IL,129000.0
SeniorManager - Software Development,Information Technology,21 - 30 years,Washington,DC,178000.0
VP,Healthcare,21 - 30 years,Chicago,IL,300000.0
EVP of Operations,Facilities Management,21 - 30 years,St. Louis,MO,165000.0
Attorney,Law,21 - 30 years,New York,NY,215000.0
VP,Financial Services,21 - 30 years,Boston,MA,140000.0
Senior Vice President,Financial,31 - 40 years,New York,NY,350000.0
Safety Manager,Construction,21 - 30 years,Baltimore,MD,94000.0
Marketing Director,Healthcare,2 - 4 years,Minneapolis,MN,240000.0
Citrix engineer,IT,21 - 30 years,St. Louis,MO,86000.0
Solution Architect,Oil and Gas,11 - 20 years,Houston,TX,160000.0
Solution Architect,Business/IT Consulting,11 - 20 years,Austin,TX,210000.0
Operations Manager,Retail,5 - 7 years,St. Louis,MO,150000.0
Construction Manager,Construction,21 - 30 years,New York,NY,180000.0
Senior Category Manager,Retail,11 - 20 years,Seattle,WA,185000.0
Designer,Graphic Design,11 - 20 years,New York,NY,80000.0
Direct Digital Product Management,Financial Services,21 - 30 years,Boston,MA,160000.0
Attorney,Legal,21 - 30 years,Denver,CO,320000.0
Secondary Teacher,Education,8 - 10 years,Houston,TX,58000.0
Sales Executive,Software,5 - 7 years,Minneapolis,MN,140000.0
Longshoremen,Transportation,1 year or less,Baltimore,MD,117000.0
Designer,Graphic Design,11 - 20 years,New York,NY,80000.0
Market Intelligence Manager,Technology,8 - 10 years,Boston,MA,125000.0
Assistant Buyer,Fashion,1 year or less,Los Angeles,CA,55000.0
Senior Program Manager,Defense,31 - 40 years,Dallas,TX,236000.0
Market Intelligence Manager,Technology,8 - 10 years,Boston,MA,125000.0
District Manager,Retail,2 - 4 years,Houston,TX,120000.0
Cloud Solutions Architect,Software,21 - 30 years,Atlanta,GA,224000.0
Data Analyst,Travel,11 - 20 years,Phoenix,AZ,124000.0
Global Procurement,Healthcare,11 - 20 years,Boston,MA,250000.0
Senior Manager,Marketing,5 - 7 years,Dallas,TX,102500.0
Consulting Manager,Consulting,8 - 10 years,Atlanta,GA,114000.0
Senior Hardware Engineer,Technology,8 - 10 years,Seattle,WA,200000.0
PhD Candidate,Urban Planning,2 - 4 years,Los Angeles,CA,30000.0
Solutions architect manager,Computer Software,11 - 20 years,Boston,MA,400000.0
Area VP,Automotive Retail,21 - 30 years,Washington,NJ,420000.0
Account Manager,Industrial Sales,31 - 40 years,Portland,OR,120000.0
Virtual Reality Developer,Design and Technology,8 - 10 years,Austin,TX,75000.0
Producer,Creative,2 - 4 years,Los Angeles,CA,54000.0
Senior Video Producer,Tech,8 - 10 years,Seattle,WA,120000.0
Executive Director,Financial Services,41 years or more,New York,NY,300000.0
Director,Manufacturing,31 - 40 years,Atlanta,GA,170000.0
Product Management Leader,Retail,21 - 30 years,Seattle,WA,200000.0
Software Engineer,Software,21 - 30 years,Seattle,WA,250000.0
Key Account Manager,Oil & Gas,11 - 20 years,Philadelphia,PA,140000.0
Director of park development,Amusement,11 - 20 years,Los Angeles,CA,97000.0
Actuary,Insurance,5 - 7 years,Chicago,IL,117000.0
Mechanical Engineer,Oil & Gas,8 - 10 years,Houston,TX,125000.0
Bank Examiner,Government,5 - 7 years,San Francisco,CA,110000.0
Mechanic,Aviation,11 - 20 years,Denver,CO,105000.0
VP of Design,Tech,1 year or less,New York,NY,350000.0
AD,Higher Education,2 - 4 years,San Francisco,CA,97000.0
Telecom Expense Analyst,Healthcare,21 - 30 years,Denver,CO,100000.0
QA Manager,IT,11 - 20 years,New York,NY,115963.0
QA Manager,IT,11 - 20 years,New York,NY,115963.0
Senior Product Manager,Manufacturing,11 - 20 years,Dallas,TX,135000.0
"Senior Manager, Procurement",Consumer Products Manufacturing,21 - 30 years,Atlanta,GA,97920.0
QA Manager,IT,11 - 20 years,New York,NY,115963.0
Finance Manager,Finance,11 - 20 years,New York,NY,155000.0
Finance Director,Financial Services,21 - 30 years,Chicago,IL,190000.0
Senior Director of Amazon Account Sales,Manufacturing,11 - 20 years,Seattle,WA,182000.0
RN Case Manager,Healthcare,8 - 10 years,Portland,OR,90000.0
Assistant Vice President,Finance,11 - 20 years,New York,NY,117500.0
Managing Director,Consulting,31 - 40 years,Chicago,IL,450000.0
Account Executive,SaaS,5 - 7 years,San Diego,CA,150000.0
Signal Engineer,Transportation,8 - 10 years,Denver,CO,92000.0
Program Manager,Medical Devices,11 - 20 years,Seattle,WA,145000.0
VP,Government Affairs,8 - 10 years,Washington,DC,195000.0
Manager,Food industry,5 - 7 years,San Francisco,CA,120000.0
Software Engineering Manager,Software,21 - 30 years,San Diego,CA,130000.0
HR Director,Nonprofit,21 - 30 years,Washington,DC,105000.0
Controller,Distribution,41 years or more,Houston,TX,120000.0
Head of Design,Finance,11 - 20 years,New York,NY,200000.0
Scientist,Nanotechnology,5 - 7 years,Boston,MA,80000.0
Desktop Support Analyst,Food Service,5 - 7 years,Chicago,IL,48000.0
Sales Engineer,Metals,5 - 7 years,Pittsburgh,PA,82000.0
Software Engineer,Defense,2 - 4 years,Boston,MA,92000.0
Software Engineer,Healthcare Tech,2 - 4 years,New York,NY,103000.0
Managing Consultant,Technology,11 - 20 years,San Diego,CA,185000.0
Managing Consultant,Technology,11 - 20 years,San Diego,CA,185000.0
Senior Director,Financial Services,11 - 20 years,San Francisco,CA,450000.0
Outreach & Archives Librarian,Higher Education,5 - 7 years,St. Louis,MO,43000.0
Economics Manager,Energy,21 - 30 years,Houston,TX,171000.0
Senior Communications Manager,Communications,21 - 30 years,Phoenix,AZ,98442.0
Software Engineer,Tech,2 - 4 years,San Francisco,CA,140000.0
Business Operations Manager,Technology,5 - 7 years,Seattle,WA,70000.0
HR Director,Nonprofit,21 - 30 years,Washington,DC,105000.0
Business Operations Manager,Technology,5 - 7 years,Seattle,WA,70000.0
Director of Marketing,Education,11 - 20 years,Washington,DC,165000.0
"Director, Sales Engineering",Software Sales,5 - 7 years,Seattle,WA,160000.0
Risk Management Analyst,Long Term Care Insurance,21 - 30 years,Chicago,IL,65000.0
Consultant,Consulting,5 - 7 years,Chicago,IL,106000.0
Transportation Operations Manager,Event Management,8 - 10 years,New York,NY,60000.0
Associate Account Manager,Advertising,2 - 4 years,New York,NY,62000.0
Transportation Operations Manager,Event Management,8 - 10 years,New York,NY,60000.0
Vice President of Sales,Industrial Distribution,21 - 30 years,Houston,TX,150000.0
Director of Marketing & Communications,Marketing,11 - 20 years,San Diego,CA,85000.0
Associate Professor,Research,11 - 20 years,New York,NY,133000.0
Senior Programmer,Healthcare,21 - 30 years,San Diego,CA,109000.0
General Counsel,Technology,21 - 30 years,Seattle,WA,240000.0
Fraud investigator,Banking,21 - 30 years,Atlanta,GA,50000.0
Program Manager,Telecommunications,5 - 7 years,Denver,CO,85000.0
Appraiser,Insurance,11 - 20 years,Dallas,TX,63500.0
General Counsel,Technology,21 - 30 years,Seattle,WA,240000.0
Experience Designer,Software,21 - 30 years,Boston,MA,135000.0
Director of Marketing & Communications,Travel & Tourism,11 - 20 years,San Diego,CA,85000.0
Planning Manager,Aviation,11 - 20 years,New York,NY,125000.0
Project Manager,"Architecture, Engineering, and Construction",5 - 7 years,New York,NY,63000.0
Engineering,Tech,21 - 30 years,Seattle,WA,160000.0
Head of Clinical Operations,Pharmaceutical,11 - 20 years,Boston,MA,300000.0
Engineering Director,Biotech,21 - 30 years,San Francisco,CA,210000.0
Senior Associate,Consulting,2 - 4 years,New York,NY,82500.0
Senior Technical Program Manager,Retail,11 - 20 years,Minneapolis,MN,124000.0
SE,IT,21 - 30 years,Washington,DC,200000.0
Onboarding Manager,Healthcare,8 - 10 years,Dallas,TX,65000.0
Director,Human Resources,11 - 20 years,Chicago,IL,185000.0
Product Manager,Pharmaceutical,31 - 40 years,Boston,MA,145000.0
Program Manager,Government,8 - 10 years,Washington,DC,103000.0
Paralegal,Tech,11 - 20 years,Austin,TX,135000.0
Software Engineering Manager,Tech,11 - 20 years,Los Angeles,CA,145800.0
Ultrasound clinical account specialist,Medical Devices,11 - 20 years,Los Angeles,CA,90000.0
Director of Product Management,Media,11 - 20 years,New York,NY,185000.0
Cloud Architect,Technology,21 - 30 years,New York,NY,200000.0
Cloud Architect,Cloud,21 - 30 years,Dallas,TX,160000.0
Manager,Telecommunications,21 - 30 years,Atlanta,GA,130000.0
Principal Engineer,Oil & Gas,31 - 40 years,Houston,TX,210000.0
HR Manager,Education,8 - 10 years,Chicago,IL,61200.0
Partner,Law Firm,11 - 20 years,Phoenix,AZ,290000.0
Director,Pharmaceutical,11 - 20 years,Boston,MA,160000.0
General Accounting Manager,Oil & Gas,11 - 20 years,Houston,TX,169000.0
Digital sales representative,Technology,1 year or less,Atlanta,GA,72000.0
Pharmacy Manager,Healthcare,8 - 10 years,New York,NY,139000.0
Software Engineer,Tech,5 - 7 years,Seattle,WA,130000.0
Senior Program Manager,Information Security,21 - 30 years,Seattle,WA,123000.0
Director,Television,11 - 20 years,Atlanta,GA,200000.0
Local sales manager,Broadcast,21 - 30 years,Chicago,IL,230000.0
Associate,Attorney,5 - 7 years,Chicago,IL,100000.0
Program Director,Engineering,11 - 20 years,Phoenix,AZ,90000.0
Driver,Transportation,5 - 7 years,San Francisco,CA,50000.0
Product Manger,Lighting,5 - 7 years,Houston,TX,60000.0
Senior Program Manager,Information Security,21 - 30 years,Seattle,WA,123000.0
Station manager,Customer Service,5 - 7 years,Los Angeles,CA,65000.0
Enterprise Architect,Information Technology,21 - 30 years,Phoenix,AZ,180000.0
Business and Systems Integration Associate Manager,Information Technology,5 - 7 years,Los Angeles,CA,106300.0
Associate,Law,5 - 7 years,Chicago,IL,100000.0
Writer/Editor,Higher Education,11 - 20 years,San Francisco,CA,60000.0
Senior Director,Healthcare Quality Measurement,11 - 20 years,Washington,DC,160000.0
IT Manager,Oil and Gas,11 - 20 years,Houston,TX,135000.0
Director,Interior products,31 - 40 years,New York,NY,200000.0
Solutions Architect,Information Technology,21 - 30 years,Chicago,IL,136000.0
Project Manager,Construction,8 - 10 years,Austin,TX,90000.0
Project Manager,HVAC,5 - 7 years,New York,NY,90000.0
Elementary School Counselor,Public Education,8 - 10 years,Austin,TX,60000.0
Senior Principal,Information Technology,21 - 30 years,St. Louis,MO,149000.0
Reporter,Media,11 - 20 years,New York,NY,83600.0
General Counsel,Manufacturing,31 - 40 years,Pittsburgh,PA,145000.0
Senior Principal,Information Technology,21 - 30 years,St. Louis,MO,149000.0
Finance Manager,Entertainment,5 - 7 years,Los Angeles,CA,100000.0
Technology Analyst,IT,31 - 40 years,Atlanta,GA,90000.0
Analyst,business consulting and market research,2 - 4 years,Seattle,WA,49000.0
Office Manager,Finance,21 - 30 years,Seattle,WA,57200.0
Senior Software Engineer,Software,41 years or more,St. Louis,MO,130000.0
Senior Security Consultant,Security,11 - 20 years,Seattle,WA,107000.0
Therapist,Mental Health,5 - 7 years,New York,NY,75000.0
Retirement Representative,Finance,8 - 10 years,Denver,CO,45000.0
Program Manager,Communications,8 - 10 years,Atlanta,GA,120000.0
Branch Manager,Finance,11 - 20 years,Dallas,TX,75000.0
Director,Construction,31 - 40 years,Washington,DC,165000.0
LA region Dir of Marketing,Commercial Real Eatate ( global firm),11 - 20 years,Los Angeles,CA,120000.0
Associate Director IT,Legal,21 - 30 years,New York,NY,200000.0
Engineering team leader,Construction Industry,8 - 10 years,Atlanta,GA,99800.0
Director of Executive Protection,IT/Tech,21 - 30 years,Austin,TX,110000.0
Industry Relations,Academia,21 - 30 years,Los Angeles,CA,172000.0
Human Resources Manager,Retail,5 - 7 years,Phoenix,AZ,52000.0
Branch Head,Government,8 - 10 years,New York,NY,136000.0
Hydrologic Engineer,Water Resources,2 - 4 years,Denver,CO,90000.0
Associate Partner,Architecture,11 - 20 years,San Francisco,CA,130000.0
Director,Banking,21 - 30 years,San Francisco,CA,175000.0
Housekeeping Supervisor,Federal Government,2 - 4 years,Denver,CO,69000.0
UX Researcher,Tech,8 - 10 years,Seattle,WA,128000.0
Marketing Manager,Beauty / Wellness,5 - 7 years,New York,NY,70000.0
Director,Banking,21 - 30 years,San Francisco,CA,175000.0
Senior Finance Associate,Pharmaceutical,8 - 10 years,Philadelphia,PA,90000.0
Senior Legal Counsel,Energy,11 - 20 years,Houston,TX,350000.0
Accounts Manager,Marketing/Promotional,5 - 7 years,New York,NY,65000.0
Manufacturing Engineer,Medical Devices,2 - 4 years,San Diego,CA,81500.0
Senior Program Manager,Information Technology,11 - 20 years,Dallas,TX,130000.0
Software Engineer,Healthcare,8 - 10 years,San Diego,CA,95000.0
Speech Language Pathologist,Speech pathology,21 - 30 years,New York,NY,140000.0
Network Administrator,IT,11 - 20 years,Austin,TX,80000.0
Director,Finance,11 - 20 years,New York,NY,500000.0
Manager,Software,11 - 20 years,Los Angeles,CA,108000.0
Software Consultant,IT computers,31 - 40 years,Austin,TX,120000.0
Software Engineer,Software,8 - 10 years,San Francisco,CA,176000.0
Claims adjuster,Insurance,2 - 4 years,Denver,CO,51000.0
National Sales Executive - Industrial and Facilities,SaaS,21 - 30 years,Atlanta,GA,125000.0
Management Consultant,Consulting,5 - 7 years,Boston,MA,122000.0
"Executive Director, Software Engineering",Software Development,11 - 20 years,Philadelphia,PA,236000.0
Labor,Light rail ( train),8 - 10 years,Seattle,WA,110000.0
Scientist,Government,11 - 20 years,Washington,DC,117000.0
Sales Rep,Insurance,8 - 10 years,Los Angeles,CA,100000.0
Sales,Building Materials Distribution,2 - 4 years,Boston,MA,95000.0
Structural Engineer,Private,31 - 40 years,San Francisco,CA,250000.0
SM,Consulting,8 - 10 years,Austin,TX,285000.0
Senior footwear design lead,FOOTWEAR DESIGN,21 - 30 years,Portland,OR,200000.0
Investment Banking Analyst,Finance,1 year or less,San Francisco,CA,110000.0
Owner,Public Relations,21 - 30 years,Houston,TX,35000.0
Merchandiser,Retail,2 - 4 years,Chicago,IL,70000.0
Manager,Government,21 - 30 years,Chicago,IL,115000.0
Manager,Information Technology,11 - 20 years,Denver,CO,118000.0
Senior Project Manager,Electrical construction,21 - 30 years,New York,NY,150000.0
Head of marketing,Consumer Packaged Goods,21 - 30 years,Boston,MA,315000.0
Writer,Entertainment Industry,11 - 20 years,Los Angeles,CA,35000.0
Labor,Light rail ( train),8 - 10 years,Seattle,WA,110000.0
Software Engineering,Financial,21 - 30 years,Dallas,TX,155000.0
Associate General Counsel,Telecommunications,21 - 30 years,Washington,DC,400000.0
Product Marketing Manager,Tech,11 - 20 years,San Francisco,CA,400000.0
Biomedical Engineer,Government,5 - 7 years,San Diego,CA,81000.0
EVP,IT,11 - 20 years,Seattle,WA,450000.0
Managing Partner,Finance,8 - 10 years,Austin,TX,200000.0
Network Engineer,Engineering,21 - 30 years,Pittsburgh,PA,103000.0
Finance Manager,Software,8 - 10 years,Boston,MA,112000.0
Senior Project Manager,Electrical construction,21 - 30 years,New York,NY,150000.0
Senior Project Manager,Electrical construction,21 - 30 years,New York,NY,150000.0
Software Engineer,Satellite Tv,2 - 4 years,Denver,CO,70000.0
Senior Project Manager,Electrical construction,21 - 30 years,New York,NY,150000.0
Director,Healthcare revenue cycle,11 - 20 years,Boston,MA,255000.0
Senior Project Manager,Electrical construction,21 - 30 years,New York,NY,150000.0
IT Architect,Utilities,21 - 30 years,Los Angeles,CA,174000.0
Product Lead,Biotechnology,5 - 7 years,San Francisco,CA,160000.0
Resource analyst,Aerospace,5 - 7 years,Houston,TX,102000.0
Data Steward,Finance,8 - 10 years,St. Louis,MO,68000.0
Senior Manager,Government,21 - 30 years,Houston,TX,120000.0
Systems Engineer,IT,11 - 20 years,Seattle,WA,55000.0
Management Software Development,Information Technology,21 - 30 years,Dallas,TX,160000.0
Director,IT,11 - 20 years,New York,NY,170000.0
Business Development Manager,Legal,11 - 20 years,New York,NY,174000.0
Senior Materials Program Manager,Tech,2 - 4 years,San Francisco,CA,170000.0
Career Advisor,Higher Education,11 - 20 years,San Diego,CA,56000.0
Operations Manager,Financial,11 - 20 years,New York,NY,138000.0
Engineering Manager,IT,8 - 10 years,San Francisco,CA,175000.0
Branch Manager,Retail banking,5 - 7 years,Austin,TX,79200.0
Tax Compliance Officer,Government,8 - 10 years,Portland,OR,70000.0
Director of Technology,Ad Agency,11 - 20 years,Seattle,WA,200000.0
Supervisor,Aviation,21 - 30 years,Atlanta,GA,76000.0
Quality Engineer,Tech,5 - 7 years,Seattle,WA,120000.0
Operations Manager,Financial,11 - 20 years,New York,NY,138000.0
QA Consultant,Oil,21 - 30 years,Houston,TX,110000.0
Teacher,privte school education,31 - 40 years,Dallas,TX,104000.0
Director of Fish and Wildlife,Ecosystem Restoration,41 years or more,Portland,OR,150000.0
Director Account Management,Telecommunications,11 - 20 years,Atlanta,GA,160000.0
Director Account Management,Telecommunications,11 - 20 years,Atlanta,GA,160000.0
Podiatry,Medical,5 - 7 years,Phoenix,AZ,450000.0
Senior Manager,Software,8 - 10 years,Seattle,WA,201000.0
Professor,Education,41 years or more,Boston,MA,100000.0
Consultant,Diagnostics,31 - 40 years,San Diego,CA,200000.0
Professor,Education,31 - 40 years,New York,NY,173000.0
Senior Engineer,Software Engineering,11 - 20 years,Seattle,WA,425000.0
Consultant,Diagnostics,31 - 40 years,San Diego,CA,200000.0
Sales,Tech,8 - 10 years,New York,NY,135000.0
Director,Tech,11 - 20 years,San Francisco,CA,225000.0
KAM,CPG,11 - 20 years,Dallas,TX,120000.0
Site Reliability Engineer,Fin tech,5 - 7 years,Chicago,IL,90000.0
Vice President,Real Estate,11 - 20 years,Baltimore,MD,150000.0
Financial Advisor,Finance,5 - 7 years,Minneapolis,MN,400000.0
Financial Advisor,Finance,5 - 7 years,Minneapolis,MN,400000.0
Vice President,Real Estate,11 - 20 years,Baltimore,MD,150000.0
Sales Manager,Construction,11 - 20 years,Atlanta,GA,210000.0
UX Designer / Product Designer,technology software saas,2 - 4 years,Los Angeles,CA,80000.0
Partner,Hospitality,21 - 30 years,Chicago,IL,150000.0
Senior Software Engineer,Software,8 - 10 years,San Francisco,CA,170000.0
CTO,Logistics,11 - 20 years,Portland,OR,150000.0
"SVP, Cyber Security",Financial Services,21 - 30 years,Phoenix,AZ,295000.0
Director of Sales,Transportation,5 - 7 years,Phoenix,AZ,123000.0
Sales Director,Sales,1 year or less,Austin,TX,150000.0
COO,Finance,5 - 7 years,Chicago,IL,330000.0
Director of Schools,Education,8 - 10 years,Washington,DC,148000.0
COO,Finance,5 - 7 years,Chicago,IL,330000.0
Environmental Protection Specialist,U.S. Government,11 - 20 years,Denver,CO,92313.0
VP of Business Development,Healthcare,8 - 10 years,San Diego,CA,225000.0
Software Engineer,Healthcare,11 - 20 years,Minneapolis,MN,65000.0
Senior Software Engineer,Technology,11 - 20 years,Dallas,TX,105000.0
Marketing Manager,Hospitality,11 - 20 years,New York,NY,94000.0
Marketplaces manager,Ecommerce,21 - 30 years,Houston,TX,70000.0
Office Manager,Tech,8 - 10 years,Chicago,IL,63000.0
Senior Software Engineer,Technology,11 - 20 years,Dallas,TX,105000.0
Postdoctoral Research Scholar,Pharmaceutical,1 year or less,San Francisco,CA,73000.0
Teacher,Education,11 - 20 years,Phoenix,AZ,72000.0
Attorney,Legal,8 - 10 years,Dallas,TX,300000.0
Lead Deceloper,Transportation,11 - 20 years,San Francisco,CA,240000.0
Senior Product Manager,Software,8 - 10 years,San Francisco,CA,230000.0
Airline Pilot,Transportation,31 - 40 years,Los Angeles,CA,500000.0
Account Executive,Software,8 - 10 years,Houston,TX,300000.0
Marketing Director,CPG,11 - 20 years,New York,NY,157000.0
Financial Analyst,Real Estate,1 year or less,San Francisco,CA,70000.0
Program Manager,Cyber Security,11 - 20 years,Washington,DC,138000.0
Program Manager,Cyber Security,11 - 20 years,Washington,DC,138000.0
Data systems analyst,Government,21 - 30 years,Atlanta,GA,87000.0
Director,IT,31 - 40 years,Houston,TX,140000.0
Operations Supervisor,Labor Organization,2 - 4 years,New York,NY,80500.0
Director,Marketing Research,8 - 10 years,Chicago,IL,110000.0
Manager,Management Consulting,8 - 10 years,Washington,DC,125000.0
Director,Logistics,21 - 30 years,Los Angeles,CA,120000.0
Director,Marketing Research,8 - 10 years,Chicago,IL,110000.0
Principal Software Engineer,Media,21 - 30 years,New York,NY,165000.0
IT Deployment Specialist,Car Rental Industry,21 - 30 years,St. Louis,MO,55000.0
Optometrist,Healthcare,8 - 10 years,Houston,TX,120000.0
Administrative Assistant,Finance,5 - 7 years,New York,NY,80000.0
Teacher,Education,11 - 20 years,New York,NY,95000.0
Senior Consultant,Management Consulting,8 - 10 years,Pittsburgh,PA,160000.0
Director,Education,21 - 30 years,Atlanta,GA,119000.0
Superintendent,Construction,21 - 30 years,Denver,CO,80000.0
Systems Engineer,Tech,11 - 20 years,New York,NY,237000.0
Application Engineer,Oil and Gas,5 - 7 years,Denver,CO,115000.0
Senior accounting manager,Investment Management,11 - 20 years,Philadelphia,PA,128000.0
Delivery Manager,Banking,11 - 20 years,Atlanta,GA,140000.0
SoItion Architect,Telecom,11 - 20 years,Houston,TX,135000.0
Senior Operations Associate,Fiance,2 - 4 years,New York,NY,55000.0
Senior accounting manager,Investment Management,11 - 20 years,Philadelphia,PA,128000.0
SoItion Architect,Telecom,11 - 20 years,Houston,TX,135000.0
Director of Finance/IT/Human Resources,Municipal Government,21 - 30 years,Los Angeles,CA,176000.0
Scientist,Biotech,8 - 10 years,San Diego,CA,107000.0
Product Manager,Software,11 - 20 years,Boston,MA,190000.0
Leadman,Film & TV Production,21 - 30 years,Los Angeles,CA,125000.0
Clinic Manager,Education,11 - 20 years,San Francisco,CA,38000.0
Land Rep,Energy,2 - 4 years,Houston,TX,115000.0
Account Executive,Tech,8 - 10 years,San Francisco,CA,205000.0
Director of Infrastructure,Healthcare,21 - 30 years,Austin,TX,160000.0
"Director, Product Management",Banking,11 - 20 years,San Francisco,CA,245000.0
Director of Operations,Business Services,21 - 30 years,New York,NY,250000.0
VP HR,Biotech,11 - 20 years,San Francisco,CA,230000.0
"Director, Product Management",Banking,11 - 20 years,San Francisco,CA,245000.0
"Director, Product Management",Banking,11 - 20 years,San Francisco,CA,245000.0
Director of Research and Development,Manufacturing,21 - 30 years,Minneapolis,MN,185000.0
Account Executive,Tech,8 - 10 years,San Francisco,CA,205000.0
CIO,Healthcare,31 - 40 years,Minneapolis,MN,175000.0
President,Construction,11 - 20 years,Portland,ME,170000.0
Accounting Manager,Information Technology,5 - 7 years,Atlanta,GA,85000.0
Business Development,Fintech,5 - 7 years,New York,NY,150000.0
Business Development,Fintech,5 - 7 years,New York,NY,150000.0
SVP Product,Software,11 - 20 years,San Francisco,CA,400000.0
Software Engineer,Tech,1 year or less,San Francisco,CA,185000.0
Foreign Service Officer,Federal Government,21 - 30 years,Washington,DC,123000.0
Senior Engineer,Aerospace,11 - 20 years,Minneapolis,MN,114588.0
Application Engineer,Electronics,11 - 20 years,Boston,MA,150000.0
Assoc. CIO,Information Technology,8 - 10 years,Washington,DC,198000.0
Technology Manager,Government,11 - 20 years,Washington,DC,147000.0
Manufacturing Manager,Oil and Gas,11 - 20 years,Houston,TX,116000.0
Software Engineer,Software,2 - 4 years,Portland,OR,120000.0
General Manager,Restaurant,21 - 30 years,Atlanta,GA,110000.0
Recruiter,Government Contracting,5 - 7 years,Baltimore,MD,90000.0
Development Coordinator,Arts and cultural heritage,5 - 7 years,Seattle,WA,45500.0
Senior Applications Engineer,Healthcare IT,8 - 10 years,Chicago,IL,105000.0
Product Manager,Life Sciences,8 - 10 years,Boston,MA,97000.0
Creative Director,Entertainment,11 - 20 years,Los Angeles,CA,250000.0
Senior Sales Manager,Manufacturing,21 - 30 years,Chicago,IL,175000.0
Director,Public Accounting,11 - 20 years,Dallas,TX,157000.0
Geologist,Environmental co6,8 - 10 years,Houston,TX,90000.0
Engagement Manager,Healthcare,11 - 20 years,Denver,CO,118000.0
Application Architect,Tech,21 - 30 years,Seattle,WA,161000.0
Director of Product Management,Software,11 - 20 years,San Francisco,CA,210000.0
"Director, User Experience Design",Healthcare,21 - 30 years,Boston,MA,178000.0
Software Engineer,Software,11 - 20 years,Boston,MA,150000.0
Manager,Insurance,8 - 10 years,Chicago,IL,91000.0
Senior Marketing Manager,Fintech,11 - 20 years,Boston,MA,144000.0
New Development leasing agent.,Real Estate,5 - 7 years,New York,NY,105000.0
Manager,Insurance,8 - 10 years,Chicago,IL,91000.0
Senior Software Engineer,Electronics,5 - 7 years,San Diego,CA,99000.0
Physical Therapist,Healthcare,8 - 10 years,Austin,TX,160000.0
Project Manager,Industrial Manufacturing,11 - 20 years,Pittsburgh,PA,95000.0
Principal Architect,Education,21 - 30 years,Phoenix,AZ,100000.0
VP Application Development,Education,11 - 20 years,Boston,MA,180000.0
Vice President,Finance,11 - 20 years,Atlanta,GA,200000.0
Business banking sales manager,Banking,8 - 10 years,Seattle,WA,214000.0
Marketing Director,Online Media,8 - 10 years,Chicago,IL,155000.0
Accounting Manager,Healthcare,11 - 20 years,Atlanta,GA,120000.0
Senior Manager FP&A,Software,5 - 7 years,Los Angeles,CA,125000.0
Accounting Manager,Healthcare,11 - 20 years,Atlanta,GA,120000.0
Financial Advisor,Finance,5 - 7 years,San Diego,CA,480000.0
Senior Software Engineer,Enterprise Software,21 - 30 years,Phoenix,AZ,105000.0
Librarian,Nonprofit Publisher,11 - 20 years,New York,NY,72000.0
Project Architect,Architecture,5 - 7 years,Boston,MA,100000.0
Legal Assistant,Legal,21 - 30 years,Austin,TX,87000.0
Professor,Research,21 - 30 years,Los Angeles,CA,250000.0
IT Project Manager,Automotive,31 - 40 years,Portland,OR,128000.0
Criminal Intelligence Analyst,Government - Law Enforcement,21 - 30 years,Baltimore,MD,39000.0
