job_title,industry,experience,city,state,salary
SEO & Content Specialist,Online Marketing,11 - 20 years,St. Louis,MO,56000.0
"Director, Market Transparency",Financial Services,11 - 20 years,Washington,DC,143000.0
Digital Marketing Manager,Tech,5 - 7 years,Seattle,WA,80000.0
Instructional Designer,Higher Education,2 - 4 years,Minneapolis,MN,62000.0
"Associate Vice President, Human Capital",Human Services,21 - 30 years,New York,NY,139000.0
Senior Researcher,Nonprofit,11 - 20 years,Minneapolis,MN,40400.0
Event Planner,Government consulting,8 - 10 years,Washington,DC,50000.0
Senior business analyst,Health Insurance,8 - 10 years,Philadelphia,PA,85500.0
Research Specialist,Public Library,11 - 20 years,Boston,MA,75000.0
Senior director workforce operations,Technology,21 - 30 years,St. Louis,MO,164000.0
Operations Manager,Nonprofit,8 - 10 years,Washington,DC,72000.0
Music Coordinator,Music Licensing,2 - 4 years,New York,NY,42160.0
growth & partnerships manager,Nonprofit,5 - 7 years,Chicago,IL,60500.0
Managing attorney,Legal services (nonprofit),5 - 7 years,Houston,TX,82000.0
Supervising Librarian,Libraries,11 - 20 years,Seattle,WA,94379.0
Scholarship Officer,Academia,11 - 20 years,New York,NY,61500.0
Marketing Manager,Book publishing,5 - 7 years,New York,NY,57000.0
Software Implementation Engineer,Software,11 - 20 years,Seattle,WA,130000.0
HR Generalist,Government,11 - 20 years,St. Louis,MO,56000.0
Program Manager,Medical Education,31 - 40 years,Portland,ME,68770.0
Assistant Professor of History,Academia,8 - 10 years,Pittsburgh,PA,58700.0
Marketing Director,Manufacturing,21 - 30 years,Austin,TX,160000.0
Software Engineer,Healthcare,11 - 20 years,Denver,CO,95000.0
Frontline manager,US Federal Government,8 - 10 years,Washington,DC,117000.0
Production Assistant,museum/government,11 - 20 years,Washington,DC,65000.0
Consumer Loans Operations Specialist,Banking (credit union),8 - 10 years,Seattle,WA,40500.0
Video Editor,Market Research,8 - 10 years,St. Louis,MO,65000.0
Principal,Forensic Accounting,8 - 10 years,Washington,DC,145000.0
VP,Music,8 - 10 years,New York,NY,180000.0
Senior Data Analyst,Healthcare,8 - 10 years,Seattle,WA,105000.0
Publisher,Publishing,11 - 20 years,Philadelphia,PA,90000.0
Records Manager,Oil & Gas,11 - 20 years,Denver,CO,84460.0
Executive Assistant,Municipal Government,21 - 30 years,New York,NY,90000.0
Therapist,Mental Healthcare,11 - 20 years,Atlanta,GA,50000.0
Planner,Nonprofit,2 - 4 years,New York,NY,44000.0
Marketing Manager,Healthcare,21 - 30 years,Chicago,IL,136000.0
Senior Marketing Manager,Marketing for a manufacturer,8 - 10 years,Boston,MA,80000.0
Data Analyst,Immigration Law,8 - 10 years,San Francisco,CA,85000.0
Editor,Government training,21 - 30 years,Seattle,WA,67000.0
Senior Quality Assurance Engineer,Software,11 - 20 years,Seattle,WA,106000.0
Sales Operations Associate,Sales,2 - 4 years,Boston,MA,45000.0
Volunteer Coordinator,Nonprofit,2 - 4 years,Chicago,IL,34500.0
Senior Associate,Tax/Legal,2 - 4 years,Washington,DC,101000.0
Archivist,Library/Academia,8 - 10 years,New York,NY,72000.0
Associate,Legal,5 - 7 years,Chicago,IL,280000.0
Assistant/Junior Designer,Publishing,2 - 4 years,New York,NY,40000.0
Software Engineer,Tech,2 - 4 years,New York,NY,90000.0
Marketing Coordinator,Marketing,8 - 10 years,New York,NY,47000.0
Executive Assistant,Nonprofit,11 - 20 years,Phoenix,AZ,60900.0
Video Editor,TV Production,21 - 30 years,Philadelphia,PA,91000.0
Assistant Director,Higher Education,2 - 4 years,Philadelphia,PA,38000.0
Human Resources Manager,Construction,5 - 7 years,Seattle,WA,66560.0
Marketing Manager,Technology,2 - 4 years,Seattle,WA,77000.0
Assistant Production Director,Performing Arts,11 - 20 years,Minneapolis,MN,50000.0
Development Associate,Nonprofit,2 - 4 years,Portland,OR,49920.0
Lead Data Analyst,Big Data,2 - 4 years,New York,NY,80400.0
Administrative Coordinator,Academia (at a university),8 - 10 years,Boston,MA,43000.0
Lead Analyst,Utilities,11 - 20 years,Atlanta,GA,106000.0
Receptionist,Law,2 - 4 years,Boston,MA,33000.0
Proposal Manager,Engineering / Construction,8 - 10 years,Denver,CO,115000.0
Assistant Professor,Academia,1 year or less,Washington,DC,115000.0
Senior Consultant,Consulting,5 - 7 years,Washington,DC,140000.0
Law Clerk,Legal - federal government,1 year or less,Washington,DC,56000.0
Process Improvement Specialist,Government,5 - 7 years,Denver,CO,65000.0
Economist,Public sector,8 - 10 years,Seattle,WA,96000.0
Specialist,Association Management,11 - 20 years,Chicago,IL,54039.0
Account Manager,Advertising,2 - 4 years,New York,NY,65000.0
Event Manager,Non-Profit (Think Tank),5 - 7 years,Washington,DC,60000.0
Processing Archivist (specialist 2),Libraries,5 - 7 years,New York,NY,63312.0
Platform Engineer,Transportation,21 - 30 years,St. Louis,MO,135000.0
Sales Analyst,Lottery,5 - 7 years,Chicago,IL,72100.0
Project Manager,Legal,8 - 10 years,Philadelphia,PA,75000.0
Director of Communications and Operations,Social Work - Nonprofit,11 - 20 years,Dallas,TX,61000.0
Legal Assistant,Legal,31 - 40 years,Houston,TX,70000.0
Associate Director,Non Profit (Fundraising),5 - 7 years,Boston,MA,74000.0
Director of Software Engineering,Tech,11 - 20 years,Boston,MA,180000.0
Senior Tech Appl Analyst,Human Capital Management,11 - 20 years,Minneapolis,MN,69042.0
Senior Instructional Designer,Healthcare Insurance,21 - 30 years,Denver,CO,83000.0
Records Analyst,Utilities,11 - 20 years,Phoenix,AZ,64000.0
Director of Quality Assurance,Fashion,21 - 30 years,New York,NY,110000.0
Accounts Receivable Clerk/Inventory Control,Seafood Processing,11 - 20 years,Portland,ME,41080.0
Literary Agent,Publishing,11 - 20 years,New York,NY,80000.0
Communications and Development Director,Nonprofit fundraising,11 - 20 years,San Francisco,CA,125000.0
Key Costumer,Television Production,8 - 10 years,Los Angeles,CA,95000.0
US Office Manager,Fintech,5 - 7 years,New York,NY,72000.0
Youth Suicide Prevention Program Coordinator,Nonprofit mental health awareness,2 - 4 years,Boston,MA,42000.0
Economist,Government,8 - 10 years,Chicago,IL,88000.0
"Analyst, Labor and Employee Relations",HR,11 - 20 years,San Francisco,CA,76800.0
Staff Accountant,Accounting,2 - 4 years,Boston,MA,50000.0
"Health, Safety, Environment, and Security Manager",Chemical Manufacturing,21 - 30 years,Pittsburgh,PA,116000.0
Library Media Specialiat,Education,8 - 10 years,St. Louis,MO,57000.0
Project Manager,Higher Ed,5 - 7 years,Los Angeles,CA,53000.0
Office Manager,Tech,5 - 7 years,San Francisco,CA,72000.0
Family law attorney,Legal,5 - 7 years,San Francisco,CA,95000.0
Principal Web Developer,Nonprofit,8 - 10 years,Boston,MA,105000.0
Research Assistant,Cancer Research,8 - 10 years,Seattle,WA,41000.0
Pharmacist,Managed Care (Health care),2 - 4 years,San Francisco,CA,140000.0
Communications Manager,Nonprofit,8 - 10 years,Washington,DC,90000.0
Program Administrator,Higher Education Administration,5 - 7 years,Boston,MA,53560.0
Network Engineer,Non-profit tech,8 - 10 years,San Francisco,CA,102000.0
Proposal Writer,Business Development,8 - 10 years,Washington,DC,76000.0
Team manager,Environmental due diligence,11 - 20 years,Denver,CO,85000.0
"Technical Writer, Hardware",Tech,8 - 10 years,New York,NY,100000.0
Computer Systems Engineer 1,Defense Research,11 - 20 years,Washington,DC,100000.0
Tax Manager,Leasing,8 - 10 years,Philadelphia,PA,69000.0
Director of Accounting,Retail,8 - 10 years,Boston,MA,82000.0
Department Manager,Retail,2 - 4 years,Austin,TX,45000.0
Software Engineer,Software,2 - 4 years,Denver,CO,77000.0
Digital Content Specialist,Publishing,11 - 20 years,New York,NY,73500.0
"Senior Vice President, Human Resources",Technology,11 - 20 years,New York,NY,230000.0
Proofreader,Publishing,11 - 20 years,Los Angeles,CA,60000.0
Senior Digital Project Manager,Tech/Media,5 - 7 years,Austin,TX,87500.0
Curator,Museum/arts,5 - 7 years,Washington,DC,68000.0
Senior Project Accountant,Design/Engineering,21 - 30 years,New York,NY,99000.0
Test Engineer,Defense,8 - 10 years,Denver,CO,101000.0
Associate Producer,Events / experience mktg,2 - 4 years,Washington,DC,70000.0
Associate,Law,5 - 7 years,New York,NY,83000.0
Software Engineer,Software Development,8 - 10 years,St. Louis,MO,80000.0
Office Manager,Nonprofit,21 - 30 years,Austin,TX,47000.0
"Senior Associate, Grantwriter",Environmental non-profit,5 - 7 years,Boston,MA,50000.0
Senior Tax Associate,Wealth Management,5 - 7 years,Philadelphia,PA,91000.0
Director,Diversity and Inclusion - higher education/student affairs,8 - 10 years,Atlanta,GA,65000.0
Senior Project Manager,Nonprofit - energy efficiency,5 - 7 years,Chicago,IL,73000.0
Lending Officer,Mortgage,11 - 20 years,Minneapolis,MN,87000.0
Deputy Commissioner,Govt,21 - 30 years,New York,NY,150000.0
Software Engineer,Computer Software,5 - 7 years,Atlanta,GA,66000.0
Senior Associate,Nonprofit communications,8 - 10 years,Washington,DC,78000.0
Manager,Publishing,21 - 30 years,Washington,DC,91000.0
CRM Manager,Retail,8 - 10 years,San Diego,CA,80000.0
Inside Sales Representative,Sales,5 - 7 years,Atlanta,GA,85000.0
Director of Human Resources,Healthcare,8 - 10 years,Minneapolis,MN,120000.0
Senior Technical Program Manager,Technology,21 - 30 years,Seattle,WA,160000.0
Web writer,Higher Ed,11 - 20 years,New York,NY,79500.0
Human Resources Business Partner,Technology,21 - 30 years,Boston,MA,101000.0
"Assistant Director, Annual Giving, Membership, and Donor Engagement",Nonprofit fundraising,11 - 20 years,New York,NY,79000.0
"Senior Associate Director, Career Development",Higher Education,21 - 30 years,New York,NY,75000.0
Grants Manager,Nonprofit,2 - 4 years,New York,NY,78000.0
Associate Professor,Academia,11 - 20 years,Chicago,IL,85000.0
Programmer Analyst,Clinical Research,11 - 20 years,Washington,DC,76000.0
Policy Research Director,State Government,5 - 7 years,Boston,MA,54000.0
Senior Outreach Coordinator,Nonprofit,8 - 10 years,Washington,DC,64169.0
Head of Brand,Consumer Goods,2 - 4 years,Los Angeles,CA,85000.0
Senior Associate,Consulting,5 - 7 years,Washington,DC,105000.0
Program Specialist,Academia,5 - 7 years,Baltimore,MD,50000.0
Senior Manager for Artificial Intelligence,Technology,11 - 20 years,Boston,MA,220000.0
Staff Attorney,Legal Services,11 - 20 years,Portland,OR,54600.0
Graduate Medical Education Program Coordinator,Healthcare Administration,5 - 7 years,Dallas,TX,51000.0
Grant Coordinator,Higher Education,11 - 20 years,Minneapolis,MN,75000.0
Executive Director,Arts nonprofit -- classical music performance,41 years or more,San Francisco,CA,108000.0
Senior Digital Sales Planner,Digital Advertising,8 - 10 years,San Diego,CA,60000.0
Enrollment  Specialist,Nonprofit social services,2 - 4 years,Philadelphia,PA,32000.0
Software Engineer,Tech (Adtech startup),5 - 7 years,New York,NY,140000.0
Docket Coordinator,Law,2 - 4 years,St. Louis,MO,31000.0
Business Applications Analyst,SaaS,8 - 10 years,Los Angeles,CA,78948.0
Associate,Law (BigLaw),5 - 7 years,Washington,DC,355000.0
Entertainment Director,Hospitality Industry,1 year or less,Chicago,IL,60000.0
Senior Regulatory Counsel,Financial Services,5 - 7 years,Denver,CO,82500.0
Senior Accountant,Manufacturing,21 - 30 years,Portland,OR,77000.0
Specialist,Film and Television,5 - 7 years,Los Angeles,CA,150000.0
Inventory Manager,Logistics/Warehousing,2 - 4 years,New York,NY,45000.0
Business Analyst,Marketing sales,11 - 20 years,Minneapolis,MN,60000.0
Technical trainer,Pharma,11 - 20 years,San Diego,CA,90000.0
Senior Digital Marketing Manager,Publishing,8 - 10 years,New York,NY,75000.0
California Policy Manager,Nonprofit,5 - 7 years,San Francisco,CA,65000.0
Coordinator,Education,2 - 4 years,Baltimore,MD,39000.0
Senior Campus Recruiter,Consulting,8 - 10 years,New York,NY,73000.0
Teacher,Education,8 - 10 years,Washington,DC,68000.0
IT Engineer,Banking,11 - 20 years,Minneapolis,MN,118000.0
Graduate Student,Biomedical Research,1 year or less,Houston,TX,31000.0
Senior Finance Manager,Consumer Product Goods,11 - 20 years,Philadelphia,PA,142000.0
Compensation Analyst,Healthcare Human Resources,8 - 10 years,Baltimore,MD,70000.0
Associate,Law,2 - 4 years,Washington,DC,170000.0
Developer Marketing Manager,Tech-Payments,8 - 10 years,Denver,CO,75000.0
Senior Associate,Public Relations/Consulting,2 - 4 years,New York,NY,100000.0
Clinical Research Specialist,Medical Research,8 - 10 years,New York,NY,65000.0
Attorney,Energy,8 - 10 years,Seattle,WA,168000.0
Asst prof,Academia,11 - 20 years,St. Louis,MO,98640.0
Registrar Coordinator,Higher Education,11 - 20 years,Pittsburgh,PA,47500.0
Marine Engineer,Ship repair,21 - 30 years,San Diego,CA,160000.0
Asset management analyst,Non-profit housing,5 - 7 years,Denver,CO,60000.0
Librarian,Academia,11 - 20 years,Pittsburgh,PA,58000.0
"Director, eCommerce",Corporate Retail,11 - 20 years,New York,NY,129100.0
Account Manager,Financial Services,11 - 20 years,Dallas,TX,68000.0
Associate Content Strategist,Marketing,8 - 10 years,New York,NY,55000.0
Technical Writer,Technology,11 - 20 years,Seattle,WA,150000.0
Deputy Recorder/customer service specialist III,County Government,11 - 20 years,Seattle,WA,45000.0
Senior Product Manager,Technology,31 - 40 years,New York,NY,120000.0
UX Consultant,Higher Education,11 - 20 years,Denver,CO,69000.0
Reporter,Journalism,2 - 4 years,Washington,DC,57000.0
PhD student/researcher,Biophysics,2 - 4 years,Boston,MA,37260.0
Compliance policy manager,Financial Services,8 - 10 years,Denver,CO,134000.0
Sales Associate,Customer Service,1 year or less,Washington,DC,24000.0
Senior performance analyst,City Government,5 - 7 years,San Francisco,CA,97000.0
Metadata Librarian,Libraries,2 - 4 years,Washington,DC,41600.0
Data Operations Manager,Finance (Wealth Management),8 - 10 years,New York,NY,120000.0
Grants Manager,Philanthropy,5 - 7 years,New York,NY,57000.0
Supplier Quality Assurance,Food Manufacturing,8 - 10 years,Chicago,IL,86000.0
Quantitative Trader,Finance,1 year or less,New York,NY,175000.0
HR Specialist,Financial,2 - 4 years,Portland,OR,49500.0
Senior Impact & Information Management Officer,Social Certification,8 - 10 years,Chicago,IL,65000.0
Front End Team Lead,Development,5 - 7 years,Minneapolis,MN,61000.0
Assistant Project Manager,Real Estate Development,2 - 4 years,Chicago,IL,65000.0
Infrastructure administrator,IT,8 - 10 years,Chicago,IL,117000.0
HR Generalist,Higher Education,8 - 10 years,Atlanta,GA,48000.0
Senior Manager Software Development,Tech / non profit,21 - 30 years,Washington,DC,125000.0
Senior Associate,Federal Consulting,5 - 7 years,Washington,DC,115000.0
Librarian,Education,8 - 10 years,Boston,MA,62269.0
"Specialist, Publications",Association,2 - 4 years,Chicago,IL,45000.0
Philanthropy advisor,B-corp,5 - 7 years,San Francisco,CA,75000.0
Fundraising Manager,Nonprofit,2 - 4 years,Atlanta,GA,48000.0
Program Administrator,specialty society for healthcare,2 - 4 years,New York,NY,56650.0
Managing Editor,Journalism,11 - 20 years,Washington,DC,94500.0
Senior Information Architect,Tech,5 - 7 years,Seattle,WA,165000.0
Financial Aid Counselor,Higher Education,11 - 20 years,Austin,TX,38840.0
"Senior Manager, Growth",Media,5 - 7 years,New York,NY,90000.0
Engineering Manager,Tech,8 - 10 years,Washington,DC,160000.0
Manufacturing Engineer,Commercial Aerospace,1 year or less,Portland,OR,74000.0
Grants and Database Coordinator,Nonprofits (think tank),2 - 4 years,Washington,DC,42500.0
Learning & Development Manager,Non-Profit Management,11 - 20 years,Atlanta,GA,63000.0
Senior Bioinformatics Scientist,Science,8 - 10 years,San Diego,CA,110000.0
VP of Content,Public Relations,21 - 30 years,New York,NY,167000.0
Software Engineering Manager,Software,8 - 10 years,San Francisco,CA,220000.0
Senior Implementation Research Analyst,Internet Technology,2 - 4 years,Los Angeles,CA,80000.0
Data Analyst/BI Analyst,Advertising Technology,1 year or less,San Francisco,CA,85000.0
Director of eLearning,Higher Education,11 - 20 years,Los Angeles,CA,107000.0
Senior Graphic Designer,Publishing/Media,5 - 7 years,Denver,CO,42000.0
Evaluation Manager,Nonprofit,5 - 7 years,Seattle,WA,71000.0
Operations Associate,Nonprofit,2 - 4 years,Los Angeles,CA,41500.0
Designer,Apparel/Retail,21 - 30 years,Seattle,WA,80000.0
Senior Advisor,Government,8 - 10 years,New York,NY,175000.0
Reporter,Media,2 - 4 years,New York,NY,71500.0
Associate Research Analyst,Tech,2 - 4 years,Portland,OR,49000.0
Instructional Designer,IT,31 - 40 years,Seattle,WA,120000.0
Manager,Technology,8 - 10 years,Minneapolis,MN,72000.0
Research Coordinator,Tech,2 - 4 years,San Francisco,CA,110000.0
Engineering Manager,Tech/Software,8 - 10 years,San Francisco,CA,180000.0
Chief Marketing Officer,Technology,21 - 30 years,Seattle,WA,250000.0
Data reporter,Journalism,8 - 10 years,New York,NY,60000.0
Senior Audit Manager,Accounting,8 - 10 years,Portland,ME,85000.0
After School Program Site Leader,Education,5 - 7 years,Portland,ME,25000.0
Assistant Professor,Academia,11 - 20 years,Philadelphia,PA,90000.0
Software Architect,Software,21 - 30 years,Boston,MA,94800.0
Executive Assistant,Health care nonprofit,2 - 4 years,Washington,DC,41600.0
Informatics Consultant,Healthcare,5 - 7 years,Chicago,IL,75000.0
Attorney,Legal,5 - 7 years,Phoenix,AZ,100000.0
Senior Specialist,Human Resources,8 - 10 years,St. Louis,MO,65000.0
Project Associate,International Development,8 - 10 years,Washington,DC,54000.0
Strategy Director,Healthcare,8 - 10 years,Baltimore,MD,108000.0
Chief of Operations,Construction Manufacturing,11 - 20 years,Baltimore,MD,70000.0
Senior Ad Ops Associate,Digital Advertising,11 - 20 years,Portland,OR,65000.0
Senior Consultant,Consulting,2 - 4 years,Chicago,IL,76000.0
Managing Editor,Publishing,5 - 7 years,New York,NY,80000.0
Counsel,Legal,8 - 10 years,Houston,TX,315000.0
Executive Assistant,Consulting,2 - 4 years,Washington,DC,50000.0
Staff writer,Media,2 - 4 years,New York,NY,45000.0
Senior Coordinator Associate,Oil & Gas,8 - 10 years,Denver,CO,48500.0
Operations Specialist,banking/ financial services,11 - 20 years,Seattle,WA,46000.0
